CASNumber,HazardCode
7429-90-5, H261, Water-react. 2
7446-70-0, H314, Skin Corr. 1B
55426-95-4, H250, Pyr. Liq. 1
55426-95-4, H260, Water-react. 1
55426-95-4, H314, Skin Corr. 1A
7585-14-0, H250, Pyr. Liq. 1
7585-14-0, H314, Skin Corr. 1B
7585-14-0, H400, Aquatic Acute 1
7585-14-0, H410, Aquatic Chronic 1
151841-65-5, H411, Aquatic Chronic 2
10025-78-2, H224, Flam. Liq. 1
10025-78-2, H250, Pyr. Liq. 1
10025-78-2, H332, Acute Tox. 4
10025-78-2, H302, Acute Tox. 4
10025-78-2, H314, Skin Corr. 1A
10026-04-7, H335, STOT SE 3
10026-04-7, H315, Skin Irrit. 2
10026-04-7, H319, Eye Irrit. 2
75-78-5, H225, Flam. Liq. 2
75-78-5, H335, STOT SE 3
75-78-5, H315, Skin Irrit. 2
75-78-5, H319, Eye Irrit. 2
75-79-6, H225, Flam. Liq. 2
75-79-6, H335, STOT SE 3
75-79-6, H315, Skin Irrit. 2
75-79-6, H319, Eye Irrit. 2
78-10-4, H226, Flam. Liq. 3
78-10-4, H332, Acute Tox. 4
78-10-4, H335, STOT SE 3
78-10-4, H319, Eye Irrit. 2
17980-47-1, H315, Skin Irrit. 2
85491-26-5, H411, Aquatic Chronic 2
111439-76-0, H226, Flam. Liq. 3
111439-76-0, H332, Acute Tox. 4
111439-76-0, H315, Skin Irrit. 2
6834-92-0, H335, STOT SE 3
6834-92-0, H314, Skin Corr. 1B
17865-32-6, H315, Skin Irrit. 2
17865-32-6, H411, Aquatic Chronic 2
37894-46-5, H360D, Repr. 1B
37894-46-5, H302, Acute Tox. 4
37894-46-5, H373, STOT RE 2
85509-19-9, H351, Carc. 2
85509-19-9, H360D, Repr. 1B
85509-19-9, H302, Acute Tox. 4
85509-19-9, H411, Aquatic Chronic 2
556-67-2, H361f, Repr. 2
556-67-2, H413, Aquatic Chronic 4
53863-99-3, H332, Acute Tox. 4
52301-18-5, H400, Aquatic Acute 1
52301-18-5, H410, Aquatic Chronic 1
125613-45-8, H411, Aquatic Chronic 2
121626-74-2, H411, Aquatic Chronic 2
102089-33-8, H302, Acute Tox. 4
102089-33-8, H373, STOT RE 2
102089-33-8, H315, Skin Irrit. 2
102089-33-8, H318, Eye Dam. 1
102089-33-8, H412, Aquatic Chronic 3
770722-36-6, H314, Skin Corr. 1A
770722-46-8, H314, Skin Corr. 1A
193159-06-7, H317, Skin Sens. 1
156145-66-3, H361f, Repr. 2
156145-66-3, H302, Acute Tox. 4
156145-66-3, H373, STOT RE 2
137390-08-0, H300, Acute Tox. 2
18230-61-0, H226, Flam. Liq. 3
18230-61-0, H315, Skin Irrit. 2
18230-61-0, H317, Skin Sens. 1
18230-61-0, H412, Aquatic Chronic 3
126990-35-0, H315, Skin Irrit. 2
126990-35-0, H318, Eye Dam. 1
126990-35-0, H400, Aquatic Acute 1
126990-35-0, H410, Aquatic Chronic 1
125804-20-8, H225, Flam. Liq. 2
125804-20-8, H336, STOT SE 3
125804-20-8, H319, Eye Irrit. 2
1873-90-1, H332, Acute Tox. 4
1873-90-1, H413, Aquatic Chronic 4
10217-34-2, H317, Skin Sens. 1
10217-34-2, H412, Aquatic Chronic 3
105024-66-6, H360F, Repr. 1B
105024-66-6, H400, Aquatic Acute 1
105024-66-6, H410, Aquatic Chronic 1
34036-80-1, H373, STOT RE 2
34036-80-1, H317, Skin Sens. 1
34036-80-1, H412, Aquatic Chronic 3
220727-26-4, H317, Skin Sens. 1
142877-45-0, H315, Skin Irrit. 2
142877-45-0, H318, Eye Dam. 1
142877-45-0, H412, Aquatic Chronic 3
201290-01-9, H302, Acute Tox. 4
201290-01-9, H317, Skin Sens. 1
12185-10-3, H250, Pyr. Sol. 1
12185-10-3, H330, Acute Tox. 2
12185-10-3, H300, Acute Tox. 2
12185-10-3, H314, Skin Corr. 1A
12185-10-3, H400, Aquatic Acute 1
7723-14-0, H228, Flam. Sol. 1
7723-14-0, H412, Aquatic Chronic 3
1305-99-3, H260, Water-react. 1
1305-99-3, H330, Acute Tox. 1
1305-99-3, H300, Acute Tox. 2
1305-99-3, H311, Acute Tox. 3
1305-99-3, H318, Eye Dam. 1
1305-99-3, H400, Aquatic Acute 1
20859-73-8, H260, Water-react. 1
20859-73-8, H330, Acute Tox. 1
20859-73-8, H300, Acute Tox. 2
20859-73-8, H311, Acute Tox. 3
20859-73-8, H400, Aquatic Acute 1
12057-74-8, H260, Water-react. 1
12057-74-8, H330, Acute Tox. 1
12057-74-8, H300, Acute Tox. 2
12057-74-8, H311, Acute Tox. 3
12057-74-8, H400, Aquatic Acute 1
1314-84-7, H260, Water-react. 1
1314-84-7, H300, Acute Tox. 2
1314-84-7, H400, Aquatic Acute 1
1314-84-7, H410, Aquatic Chronic 1
7719-12-2, H330, Acute Tox. 2
7719-12-2, H300, Acute Tox. 2
7719-12-2, H373, STOT RE 2
7719-12-2, H314, Skin Corr. 1A
10026-13-8, H330, Acute Tox. 2
10026-13-8, H302, Acute Tox. 4
10026-13-8, H373, STOT RE 2
10026-13-8, H314, Skin Corr. 1B
10025-87-3, H330, Acute Tox. 2
10025-87-3, H302, Acute Tox. 4
10025-87-3, H372, STOT RE 1
10025-87-3, H314, Skin Corr. 1A
1314-56-3, H314, Skin Corr. 1A
7664-38-2, H314, Skin Corr. 1B
1314-85-8, H228, Flam. Sol. 2
1314-85-8, H260, Water-react. 1
1314-85-8, H302, Acute Tox. 4
1314-85-8, H400, Aquatic Acute 1
78-40-0, H302, Acute Tox. 4
126-73-8, H351, Carc. 2
126-73-8, H302, Acute Tox. 4
126-73-8, H315, Skin Irrit. 2
78-30-8, H370, STOT SE 1
78-30-8, H411, Aquatic Chronic 2
78-32-0, H312, Acute Tox. 4
78-32-0, H302, Acute Tox. 4
78-32-0, H411, Aquatic Chronic 2
62-73-7, H330, Acute Tox. 2
62-73-7, H311, Acute Tox. 3
62-73-7, H301, Acute Tox. 3
62-73-7, H317, Skin Sens. 1
62-73-7, H400, Aquatic Acute 1
7786-34-7, H310, Acute Tox. 1
7786-34-7, H300, Acute Tox. 2
7786-34-7, H400, Aquatic Acute 1
7786-34-7, H410, Aquatic Chronic 1
52-68-6, H302, Acute Tox. 4
52-68-6, H317, Skin Sens. 1
52-68-6, H400, Aquatic Acute 1
52-68-6, H410, Aquatic Chronic 1
13171-21-6, H341, Muta. 2
13171-21-6, H300, Acute Tox. 2
13171-21-6, H311, Acute Tox. 3
13171-21-6, H400, Aquatic Acute 1
13171-21-6, H410, Aquatic Chronic 1
108-34-9, H310, Acute Tox. 1
108-34-9, H330, Acute Tox. 2
108-34-9, H300, Acute Tox. 2
1031-47-6, H310, Acute Tox. 1
1031-47-6, H300, Acute Tox. 2
107-49-3, H310, Acute Tox. 1
107-49-3, H300, Acute Tox. 2
107-49-3, H400, Aquatic Acute 1
152-16-9, H310, Acute Tox. 1
152-16-9, H300, Acute Tox. 2
3689-24-5, H310, Acute Tox. 1
3689-24-5, H300, Acute Tox. 2
3689-24-5, H400, Aquatic Acute 1
3689-24-5, H410, Aquatic Chronic 1
298-03-3, H310, Acute Tox. 1
298-03-3, H300, Acute Tox. 2
298-03-3, H400, Aquatic Acute 1
126-75-0, H310, Acute Tox. 1
126-75-0, H300, Acute Tox. 2
867-27-6, H301, Acute Tox. 3
919-86-8, H311, Acute Tox. 3
919-86-8, H301, Acute Tox. 3
919-86-8, H411, Aquatic Chronic 2
2275-18-5, H310, Acute Tox. 1
2275-18-5, H300, Acute Tox. 2
2275-18-5, H412, Aquatic Chronic 3
298-02-2, H310, Acute Tox. 1
298-02-2, H300, Acute Tox. 2
298-02-2, H400, Aquatic Acute 1
298-02-2, H410, Aquatic Chronic 1
56-38-2, H330, Acute Tox. 2
56-38-2, H300, Acute Tox. 2
56-38-2, H311, Acute Tox. 3
56-38-2, H372, STOT RE 1
56-38-2, H400, Aquatic Acute 1
56-38-2, H410, Aquatic Chronic 1
298-00-0, H226, Flam. Liq. 3
298-00-0, H330, Acute Tox. 2
298-00-0, H300, Acute Tox. 2
298-00-0, H311, Acute Tox. 3
298-00-0, H373, STOT RE 2
298-00-0, H400, Aquatic Acute 1
298-00-0, H410, Aquatic Chronic 1
2104-64-5, H310, Acute Tox. 1
2104-64-5, H300, Acute Tox. 2
2104-64-5, H400, Aquatic Acute 1
2104-64-5, H410, Aquatic Chronic 1
2275-14-1, H331, Acute Tox. 3
2275-14-1, H311, Acute Tox. 3
2275-14-1, H301, Acute Tox. 3
2275-14-1, H400, Aquatic Acute 1
2275-14-1, H410, Aquatic Chronic 1
56-72-4, H300, Acute Tox. 2
56-72-4, H312, Acute Tox. 4
56-72-4, H400, Aquatic Acute 1
56-72-4, H410, Aquatic Chronic 1
86-50-0, H330, Acute Tox. 2
86-50-0, H300, Acute Tox. 2
86-50-0, H311, Acute Tox. 3
86-50-0, H317, Skin Sens. 1
86-50-0, H400, Aquatic Acute 1
86-50-0, H410, Aquatic Chronic 1
333-41-5, H302, Acute Tox. 4
333-41-5, H400, Aquatic Acute 1
333-41-5, H410, Aquatic Chronic 1
121-75-5, H302, Acute Tox. 4
121-75-5, H317, Skin Sens. 1
121-75-5, H400, Aquatic Acute 1
121-75-5, H410, Aquatic Chronic 1
500-28-7, H332, Acute Tox. 4
500-28-7, H312, Acute Tox. 4
500-28-7, H302, Acute Tox. 4
500-28-7, H400, Aquatic Acute 1
500-28-7, H410, Aquatic Chronic 1
5826-76-6, H332, Acute Tox. 4
5826-76-6, H312, Acute Tox. 4
5826-76-6, H302, Acute Tox. 4
786-19-6, H311, Acute Tox. 3
786-19-6, H301, Acute Tox. 3
786-19-6, H400, Aquatic Acute 1
786-19-6, H410, Aquatic Chronic 1
2595-54-2, H311, Acute Tox. 3
2595-54-2, H301, Acute Tox. 3
2595-54-2, H400, Aquatic Acute 1
2595-54-2, H410, Aquatic Chronic 1
301-12-2, H311, Acute Tox. 3
301-12-2, H301, Acute Tox. 3
301-12-2, H400, Aquatic Acute 1
563-12-2, H301, Acute Tox. 3
563-12-2, H312, Acute Tox. 4
563-12-2, H400, Aquatic Acute 1
563-12-2, H410, Aquatic Chronic 1
55-38-9, H341, Muta. 2
55-38-9, H331, Acute Tox. 3
55-38-9, H312, Acute Tox. 4
55-38-9, H302, Acute Tox. 4
55-38-9, H372, STOT RE 1
55-38-9, H400, Aquatic Acute 1
55-38-9, H410, Aquatic Chronic 1
2778-04-3, H311, Acute Tox. 3
2778-04-3, H301, Acute Tox. 3
640-15-3, H301, Acute Tox. 3
640-15-3, H312, Acute Tox. 4
60-51-5, H312, Acute Tox. 4
60-51-5, H302, Acute Tox. 4
299-84-3, H312, Acute Tox. 4
299-84-3, H302, Acute Tox. 4
299-84-3, H400, Aquatic Acute 1
299-84-3, H410, Aquatic Chronic 1
78-57-9, H302, Acute Tox. 4
78-57-9, H412, Aquatic Chronic 3
122-14-5, H302, Acute Tox. 4
122-14-5, H400, Aquatic Acute 1
122-14-5, H410, Aquatic Chronic 1
300-76-5, H312, Acute Tox. 4
300-76-5, H302, Acute Tox. 4
300-76-5, H315, Skin Irrit. 2
300-76-5, H319, Eye Irrit. 2
300-76-5, H400, Aquatic Acute 1
2642-71-9, H300, Acute Tox. 2
2642-71-9, H311, Acute Tox. 3
2642-71-9, H400, Aquatic Acute 1
2642-71-9, H410, Aquatic Chronic 1
2540-82-1, H312, Acute Tox. 4
2540-82-1, H302, Acute Tox. 4
144-41-2, H331, Acute Tox. 3
144-41-2, H311, Acute Tox. 3
144-41-2, H301, Acute Tox. 3
144-41-2, H400, Aquatic Acute 1
144-41-2, H410, Aquatic Chronic 1
2275-23-2, H301, Acute Tox. 3
2275-23-2, H312, Acute Tox. 4
2275-23-2, H400, Aquatic Acute 1
298-04-4, H310, Acute Tox. 1
298-04-4, H300, Acute Tox. 2
298-04-4, H400, Aquatic Acute 1
298-04-4, H410, Aquatic Chronic 1
115-26-4, H310, Acute Tox. 1
115-26-4, H300, Acute Tox. 2
371-86-8, H370, STOT SE 1
78-34-2, H330, Acute Tox. 2
78-34-2, H300, Acute Tox. 2
78-34-2, H311, Acute Tox. 3
78-34-2, H400, Aquatic Acute 1
78-34-2, H410, Aquatic Chronic 1
4824-78-6, H301, Acute Tox. 3
4824-78-6, H312, Acute Tox. 4
4824-78-6, H400, Aquatic Acute 1
4824-78-6, H410, Aquatic Chronic 1
2703-37-9, H310, Acute Tox. 1
2703-37-9, H330, Acute Tox. 2
2703-37-9, H300, Acute Tox. 2
2703-37-9, H411, Aquatic Chronic 2
1113-02-6, H301, Acute Tox. 3
1113-02-6, H312, Acute Tox. 4
1113-02-6, H400, Aquatic Acute 1
2310-17-0, H301, Acute Tox. 3
2310-17-0, H332, Acute Tox. 4
2310-17-0, H312, Acute Tox. 4
2310-17-0, H317, Skin Sens. 1
2310-17-0, H400, Aquatic Acute 1
2310-17-0, H410, Aquatic Chronic 1
97-17-6, H302, Acute Tox. 4
97-17-6, H400, Aquatic Acute 1
97-17-6, H410, Aquatic Chronic 1
950-37-8, H300, Acute Tox. 2
950-37-8, H312, Acute Tox. 4
950-37-8, H400, Aquatic Acute 1
950-37-8, H410, Aquatic Chronic 1
3734-95-0, H300, Acute Tox. 2
3734-95-0, H311, Acute Tox. 3
470-90-6, H300, Acute Tox. 2
470-90-6, H311, Acute Tox. 3
470-90-6, H400, Aquatic Acute 1
470-90-6, H410, Aquatic Chronic 1
6923-22-4, H341, Muta. 2
6923-22-4, H330, Acute Tox. 2
6923-22-4, H300, Acute Tox. 2
6923-22-4, H311, Acute Tox. 3
6923-22-4, H400, Aquatic Acute 1
6923-22-4, H410, Aquatic Chronic 1
141-66-2, H300, Acute Tox. 2
141-66-2, H311, Acute Tox. 3
141-66-2, H400, Aquatic Acute 1
141-66-2, H410, Aquatic Chronic 1
299-86-5, H312, Acute Tox. 4
299-86-5, H302, Acute Tox. 4
299-86-5, H400, Aquatic Acute 1
299-86-5, H410, Aquatic Chronic 1
2635-50-9, H331, Acute Tox. 3
2635-50-9, H311, Acute Tox. 3
2635-50-9, H301, Acute Tox. 3
299-45-6, H310, Acute Tox. 1
299-45-6, H330, Acute Tox. 2
299-45-6, H300, Acute Tox. 2
299-45-6, H400, Aquatic Acute 1
299-45-6, H410, Aquatic Chronic 1
7076-53-1, H331, Acute Tox. 3
7076-53-1, H311, Acute Tox. 3
7076-53-1, H301, Acute Tox. 3
17040-19-6, H301, Acute Tox. 3
17040-19-6, H312, Acute Tox. 4
17040-19-6, H411, Aquatic Chronic 2
30560-19-1, H302, Acute Tox. 4
919-76-6, H302, Acute Tox. 4
3244-90-4, H312, Acute Tox. 4
3244-90-4, H302, Acute Tox. 4
3244-90-4, H400, Aquatic Acute 1
3244-90-4, H410, Aquatic Chronic 1
5834-96-8, H332, Acute Tox. 4
5834-96-8, H302, Acute Tox. 4
741-58-2, H302, Acute Tox. 4
741-58-2, H400, Aquatic Acute 1
741-58-2, H410, Aquatic Chronic 1
2921-88-2, H301, Acute Tox. 3
2921-88-2, H400, Aquatic Acute 1
2921-88-2, H410, Aquatic Chronic 1
115-78-6, H301, Acute Tox. 3
115-78-6, H312, Acute Tox. 4
115-78-6, H315, Skin Irrit. 2
115-78-6, H319, Eye Irrit. 2
572-48-5, H301, Acute Tox. 3
2636-26-2, H312, Acute Tox. 4
2636-26-2, H302, Acute Tox. 4
2636-26-2, H400, Aquatic Acute 1
2636-26-2, H410, Aquatic Chronic 1
10311-84-9, H300, Acute Tox. 2
10311-84-9, H311, Acute Tox. 3
10311-84-9, H400, Aquatic Acute 1
10311-84-9, H410, Aquatic Chronic 1
116-01-8, H312, Acute Tox. 4
116-01-8, H302, Acute Tox. 4
115-90-2, H310, Acute Tox. 1
115-90-2, H300, Acute Tox. 2
115-90-2, H400, Aquatic Acute 1
115-90-2, H410, Aquatic Chronic 1
944-22-9, H310, Acute Tox. 1
944-22-9, H300, Acute Tox. 2
944-22-9, H400, Aquatic Acute 1
944-22-9, H410, Aquatic Chronic 1
4104-14-7, H310, Acute Tox. 1
4104-14-7, H300, Acute Tox. 2
4104-14-7, H400, Aquatic Acute 1
4104-14-7, H410, Aquatic Chronic 1
21609-90-5, H301, Acute Tox. 3
21609-90-5, H312, Acute Tox. 4
21609-90-5, H370, STOT SE 1
21609-90-5, H400, Aquatic Acute 1
21609-90-5, H410, Aquatic Chronic 1
950-10-7, H310, Acute Tox. 1
950-10-7, H300, Acute Tox. 2
950-10-7, H411, Aquatic Chronic 2
10265-92-6, H330, Acute Tox. 2
10265-92-6, H300, Acute Tox. 2
10265-92-6, H311, Acute Tox. 3
10265-92-6, H400, Aquatic Acute 1
2497-07-6, H300, Acute Tox. 2
2497-07-6, H311, Acute Tox. 3
2497-07-6, H400, Aquatic Acute 1
2497-07-6, H410, Aquatic Chronic 1
2597-03-7, H312, Acute Tox. 4
2597-03-7, H302, Acute Tox. 4
2597-03-7, H400, Aquatic Acute 1
2597-03-7, H410, Aquatic Chronic 1
327-98-0, H300, Acute Tox. 2
327-98-0, H311, Acute Tox. 3
327-98-0, H400, Aquatic Acute 1
327-98-0, H410, Aquatic Chronic 1
23505-41-1, H301, Acute Tox. 3
23505-41-1, H312, Acute Tox. 4
23505-41-1, H400, Aquatic Acute 1
23505-41-1, H410, Aquatic Chronic 1
14816-18-3, H361f, Repr. 2
14816-18-3, H302, Acute Tox. 4
14816-18-3, H317, Skin Sens. 1
14816-18-3, H400, Aquatic Acute 1
14816-18-3, H410, Aquatic Chronic 1
732-11-6, H361f, Repr. 2
732-11-6, H301, Acute Tox. 3
732-11-6, H332, Acute Tox. 4
732-11-6, H370, STOT SE 1
732-11-6, H400, Aquatic Acute 1
732-11-6, H410, Aquatic Chronic 1
115-96-8, H351, Carc. 2
115-96-8, H360F, Repr. 1B
115-96-8, H302, Acute Tox. 4
115-96-8, H411, Aquatic Chronic 2
7789-60-8, H335, STOT SE 3
7789-60-8, H314, Skin Corr. 1B
1314-80-3, H228, Flam. Sol. 1
1314-80-3, H260, Water-react. 1
1314-80-3, H332, Acute Tox. 4
1314-80-3, H302, Acute Tox. 4
1314-80-3, H400, Aquatic Acute 1
101-02-0, H315, Skin Irrit. 2
101-02-0, H319, Eye Irrit. 2
101-02-0, H400, Aquatic Acute 1
101-02-0, H410, Aquatic Chronic 1
680-31-9, H350, Carc. 1B
680-31-9, H340, Muta. 1B
13194-48-4, H310, Acute Tox. 1
13194-48-4, H330, Acute Tox. 2
13194-48-4, H301, Acute Tox. 3
13194-48-4, H317, Skin Sens. 1
13194-48-4, H400, Aquatic Acute 1
13194-48-4, H410, Aquatic Chronic 1
2104-96-3, H302, Acute Tox. 4
2104-96-3, H400, Aquatic Acute 1
2104-96-3, H410, Aquatic Chronic 1
7700-17-6, H311, Acute Tox. 3
7700-17-6, H301, Acute Tox. 3
7700-17-6, H400, Aquatic Acute 1
7700-17-6, H410, Aquatic Chronic 1
13067-93-1, H301, Acute Tox. 3
13067-93-1, H312, Acute Tox. 4
13067-93-1, H370, STOT SE 1
13067-93-1, H319, Eye Irrit. 2
13067-93-1, H411, Aquatic Chronic 2
947-02-4, H310, Acute Tox. 1
947-02-4, H300, Acute Tox. 2
297-97-2, H310, Acute Tox. 1
297-97-2, H300, Acute Tox. 2
57018-04-9, H317, Skin Sens. 1
57018-04-9, H400, Aquatic Acute 1
57018-04-9, H410, Aquatic Chronic 1
24934-91-6, H310, Acute Tox. 1
24934-91-6, H300, Acute Tox. 2
24934-91-6, H400, Aquatic Acute 1
24934-91-6, H410, Aquatic Chronic 1
21923-23-9, H300, Acute Tox. 2
21923-23-9, H311, Acute Tox. 3
21923-23-9, H400, Aquatic Acute 1
21923-23-9, H410, Aquatic Chronic 1
682-80-4, H300, Acute Tox. 2
682-80-4, H311, Acute Tox. 3
2587-90-8, H300, Acute Tox. 2
2587-90-8, H311, Acute Tox. 3
8065-48-3, H310, Acute Tox. 1
8065-48-3, H300, Acute Tox. 2
8065-48-3, H400, Aquatic Acute 1
3254-63-5, H310, Acute Tox. 1
3254-63-5, H300, Acute Tox. 2
5131-24-8, H315, Skin Irrit. 2
5131-24-8, H317, Skin Sens. 1
17109-49-8, H331, Acute Tox. 3
17109-49-8, H301, Acute Tox. 3
17109-49-8, H312, Acute Tox. 4
17109-49-8, H317, Skin Sens. 1
17109-49-8, H400, Aquatic Acute 1
17109-49-8, H410, Aquatic Chronic 1
38260-54-7, H302, Acute Tox. 4
38260-54-7, H400, Aquatic Acute 1
38260-54-7, H410, Aquatic Chronic 1
22224-92-6, H330, Acute Tox. 2
22224-92-6, H310, Acute Tox. 2
22224-92-6, H300, Acute Tox. 2
22224-92-6, H319, Eye Irrit. 2
22224-92-6, H400, Aquatic Acute 1
22224-92-6, H410, Aquatic Chronic 1
21548-32-3, H310, Acute Tox. 1
21548-32-3, H300, Acute Tox. 2
2439-99-8, H318, Eye Dam. 1
23560-59-0, H301, Acute Tox. 3
23560-59-0, H400, Aquatic Acute 1
23560-59-0, H410, Aquatic Chronic 1
26087-47-8, H302, Acute Tox. 4
26087-47-8, H411, Aquatic Chronic 2
5827-05-4, H310, Acute Tox. 1
5827-05-4, H301, Acute Tox. 3
5827-05-4, H400, Aquatic Acute 1
5827-05-4, H410, Aquatic Chronic 1
25311-71-1, H311, Acute Tox. 3
25311-71-1, H301, Acute Tox. 3
25311-71-1, H400, Aquatic Acute 1
25311-71-1, H410, Aquatic Chronic 1
36614-38-7, H311, Acute Tox. 3
36614-38-7, H301, Acute Tox. 3
18854-01-8, H311, Acute Tox. 3
18854-01-8, H301, Acute Tox. 3
18854-01-8, H400, Aquatic Acute 1
18854-01-8, H410, Aquatic Chronic 1
953-17-3, H311, Acute Tox. 3
953-17-3, H301, Acute Tox. 3
953-17-3, H400, Aquatic Acute 1
953-17-3, H410, Aquatic Chronic 1
24151-93-7, H302, Acute Tox. 4
24151-93-7, H400, Aquatic Acute 1
24151-93-7, H410, Aquatic Chronic 1
29232-93-7, H302, Acute Tox. 4
29232-93-7, H400, Aquatic Acute 1
29232-93-7, H410, Aquatic Chronic 1
41198-08-7, H332, Acute Tox. 4
41198-08-7, H312, Acute Tox. 4
41198-08-7, H302, Acute Tox. 4
41198-08-7, H400, Aquatic Acute 1
41198-08-7, H410, Aquatic Chronic 1
31218-83-4, H301, Acute Tox. 3
31218-83-4, H400, Aquatic Acute 1
31218-83-4, H410, Aquatic Chronic 1
13457-18-6, H332, Acute Tox. 4
13457-18-6, H302, Acute Tox. 4
13457-18-6, H400, Aquatic Acute 1
13457-18-6, H410, Aquatic Chronic 1
13593-03-8, H301, Acute Tox. 3
13593-03-8, H312, Acute Tox. 4
13593-03-8, H400, Aquatic Acute 1
13593-03-8, H410, Aquatic Chronic 1
13071-79-9, H310, Acute Tox. 1
13071-79-9, H300, Acute Tox. 2
13071-79-9, H400, Aquatic Acute 1
13071-79-9, H410, Aquatic Chronic 1
24017-47-8, H331, Acute Tox. 3
24017-47-8, H301, Acute Tox. 3
24017-47-8, H312, Acute Tox. 4
24017-47-8, H400, Aquatic Acute 1
24017-47-8, H410, Aquatic Chronic 1
87025-52-3, H314, Skin Corr. 1B
51395-42-7, H314, Skin Corr. 1B
51395-42-7, H317, Skin Sens. 1
86608-70-0, H302, Acute Tox. 4
86608-70-0, H373, STOT RE 2
86608-70-0, H318, Eye Dam. 1
86608-70-0, H412, Aquatic Chronic 3
3811-49-2, H311, Acute Tox. 3
3811-49-2, H301, Acute Tox. 3
3811-49-2, H370, STOT SE 1
3811-49-2, H411, Aquatic Chronic 2
42509-80-8, H330, Acute Tox. 2
42509-80-8, H311, Acute Tox. 3
42509-80-8, H301, Acute Tox. 3
42509-80-8, H373, STOT RE 2
42509-80-8, H317, Skin Sens. 1
42509-80-8, H400, Aquatic Acute 1
42509-80-8, H410, Aquatic Chronic 1
16672-87-0, H311, Acute Tox. 3
16672-87-0, H332, Acute Tox. 4
16672-87-0, H302, Acute Tox. 4
16672-87-0, H314, Skin Corr. 1C
16672-87-0, H411, Aquatic Chronic 2
77182-82-2, H360Fd, Repr. 1B
77182-82-2, H332, Acute Tox. 4
77182-82-2, H312, Acute Tox. 4
77182-82-2, H302, Acute Tox. 4
77182-82-2, H373, STOT RE 2
30864-28-9, H302, Acute Tox. 4
30864-28-9, H317, Skin Sens. 1
30864-28-9, H400, Aquatic Acute 1
30864-28-9, H410, Aquatic Chronic 1
62610-77-9, H302, Acute Tox. 4
62610-77-9, H317, Skin Sens. 1
62610-77-9, H400, Aquatic Acute 1
62610-77-9, H410, Aquatic Chronic 1
13598-36-2, H302, Acute Tox. 4
13598-36-2, H314, Skin Corr. 1A
10294-56-1, H302, Acute Tox. 4
10294-56-1, H314, Skin Corr. 1A
23783-26-8, H302, Acute Tox. 4
23783-26-8, H373, STOT RE 2
23783-26-8, H314, Skin Corr. 1B
23783-26-8, H317, Skin Sens. 1
58834-75-6, H319, Eye Irrit. 2
58834-75-6, H317, Skin Sens. 1
58834-75-6, H412, Aquatic Chronic 3
65232-89-5, H302, Acute Tox. 4
65232-89-5, H318, Eye Dam. 1
65232-89-5, H317, Skin Sens. 1
65232-89-5, H411, Aquatic Chronic 2
145052-34-2, H317, Skin Sens. 1
145052-34-2, H400, Aquatic Acute 1
145052-34-2, H410, Aquatic Chronic 1
14657-64-8, H318, Eye Dam. 1
98886-44-3, H331, Acute Tox. 3
98886-44-3, H301, Acute Tox. 3
98886-44-3, H312, Acute Tox. 4
98886-44-3, H317, Skin Sens. 1
98886-44-3, H400, Aquatic Acute 1
98886-44-3, H410, Aquatic Chronic 1
117291-73-3, H302, Acute Tox. 4
117291-73-3, H400, Aquatic Acute 1
117291-73-3, H410, Aquatic Chronic 1
82857-68-9, H301, Acute Tox. 3
82857-68-9, H318, Eye Dam. 1
82857-68-9, H411, Aquatic Chronic 2
35000-38-5, H301, Acute Tox. 3
35000-38-5, H373, STOT RE 2
35000-38-5, H319, Eye Irrit. 2
35000-38-5, H317, Skin Sens. 1
35000-38-5, H411, Aquatic Chronic 2
116163-96-3, H400, Aquatic Acute 1
116163-96-3, H410, Aquatic Chronic 1
83623-61-4, H373, STOT RE 2
83623-61-4, H318, Eye Dam. 1
83623-61-4, H317, Skin Sens. 1
25383-07-7, H361f, Repr. 2
25383-07-7, H411, Aquatic Chronic 2
166242-53-1, H351, Carc. 2
166242-53-1, H302, Acute Tox. 4
166242-53-1, H373, STOT RE 2
166242-53-1, H314, Skin Corr. 1B
166242-53-1, H317, Skin Sens. 1
166242-53-1, H400, Aquatic Acute 1
166242-53-1, H410, Aquatic Chronic 1
137590-32-0, H318, Eye Dam. 1
137590-32-0, H317, Skin Sens. 1
137590-32-0, H412, Aquatic Chronic 3
7803-51-2, H220, Flam. Gas 1
7803-51-2, H330, Press. Gas
7803-51-2, H314, Acute Tox. 2
7803-51-2, H400, Skin Corr. 1B
10596-22-2, H302, Acute Tox. 4
10596-22-2, H319, Eye Irrit. 2
10596-22-2, H317, Skin Sens. 1
16610-63-2, H314, Skin Corr. 1B
16610-63-2, H400, Aquatic Acute 1
16610-63-2, H410, Aquatic Chronic 1
5598-13-0, H317, Skin Sens. 1
5598-13-0, H400, Aquatic Acute 1
5598-13-0, H410, Aquatic Chronic 1
162881-26-7, H317, Skin Sens. 1
162881-26-7, H413, Aquatic Chronic 4
154862-43-8, H413, Aquatic Chronic 4
27460-02-2, H315, Skin Irrit. 2
27460-02-2, H412, Aquatic Chronic 3
139189-30-3, H317, Skin Sens. 1
332350-93-3, H301, Acute Tox. 3
332350-93-3, H318, Eye Dam. 1
332350-93-3, H400, Aquatic Acute 1
332350-93-3, H410, Aquatic Chronic 1
220689-12-3, H302, Acute Tox. 4
220689-12-3, H412, Aquatic Chronic 3
